# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Gm40843	0	0	0	0	0	0	1	1	0	1	0	0
Gm9158	0	0	0	0	0	0	0	0	0	0	0	0
Gm9249	0	0	0	0	0	0	0	0	0	0	0	0
Gm40847	0	3	1	1	0	1	0	0	0	0	0	0
Gm46313	0	0	0	0	0	0	0	0	0	0	0	0
Gm9241	0	0	1	0	0	0	0	0	0	0	1	0
Gm9237	0	0	0	0	5	2	3	0	3	1	0	0
LOC115488002	6	4	4	4	5	5	4	2	15	14	5	17
Gm19786	7	5	2	5	11	14	8	11	11	19	8	12
5730507C01Rik	112	139	99	92	109	115	102	64	126	108	134	118
Zfp996	0	0	0	0	1	0	0	0	0	2	0	1
Gm9231	0	0	0	1	0	0	0	0	0	0	2	0
Gm7093	0	0	0	0	1	1	1	0	0	0	0	0
Gm46312	1	0	0	0	0	0	0	0	0	0	0	0
Gm40879	0	0	0	0	0	0	0	0	0	0	0	0
Bnip3l-ps	8	11	15	9	12	16	10	8	18	12	9	11
LOC108167983	0	0	0	0	0	0	0	0	0	0	0	0
Gm40850	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488001	6	7	2	8	1	6	6	2	3	7	9	2
Gm4983	16	21	11	3	21	12	13	8	25	19	22	8
LOC115488003	0	0	0	1	5	6	4	2	3	3	3	2
Gm9222	289	338	270	246	288	355	313	171	320	298	297	301
Gm40312	3	0	0	0	0	0	0	1	0	1	0	1
Gm51995	24	9	12	11	21	37	39	14	16	11	12	12
Gm40842	61	40	56	28	61	137	166	46	53	41	32	63
Hpcal1	1891	1887	1619	1458	2168	2754	2315	1662	2653	2223	2152	1824
Gm29864	0	0	1	0	0	1	0	0	0	0	0	0
Gm36862	1	0	0	0	1	2	0	0	0	0	0	0
Gm22748	0	4	3	1	4	5	3	1	8	3	1	0
Odc1	267	344	295	206	688	881	769	362	1025	1240	751	813
Gm46325	0	0	0	0	0	0	0	0	0	0	0	0
Gm36752	0	0	0	0	0	1	1	0	0	0	0	0
Mir3066	0	0	0	0	0	0	0	0	0	0	0	0
Nol10	137	143	150	93	209	324	278	142	227	256	198	215
Gm46336	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c2	0	0	0	2	2	3	1	2	2	2	0	5
Pdia6	3248	3278	2742	2199	3458	2965	2704	2919	5369	5610	3251	3423
Gm10054	0	0	0	0	0	1	0	0	0	0	0	1
Gm36568	0	0	0	0	0	0	0	0	0	0	0	0
Kcnf1	0	0	0	0	0	0	2	0	0	0	0	0
2410004P03Rik	40	42	34	27	51	56	66	33	29	29	21	19
Pqlc3	1609	1420	1425	1264	1817	2265	1917	1243	2077	1918	1666	1585
Gm22303	0	0	0	1	4	0	0	0	1	0	0	1
Rock2	2093	2106	1911	1616	2460	2062	1706	1843	2074	1797	1842	2006
Gm36495	0	0	0	0	0	0	0	0	0	0	0	0
E2f6	189	184	146	119	174	221	225	141	459	451	380	337
Greb1	0	0	0	0	13	18	13	12	0	0	0	1
Ntsr2	0	0	1	5	0	0	1	1	0	0	1	1
Lpin1	3166	3893	2698	2327	5601	3890	2403	2710	2207	1911	2227	2177
Gm48606	0	0	0	0	0	0	0	0	0	0	0	0
Gm36372	0	0	0	0	0	0	0	0	0	0	0	0
Gm18114	0	0	0	0	0	0	0	0	0	0	0	0
Gm36235	1	0	1	0	0	0	0	0	0	0	0	0
Gm46335	0	0	0	0	0	0	0	0	0	0	0	0
Gm5432	0	0	0	0	0	0	0	0	0	0	0	0
Mir6387	0	0	0	0	0	0	0	0	0	0	0	0
Trib2	15	9	16	17	13	5	15	8	3	3	12	7
Gm4804	0	0	0	0	0	2	1	0	3	4	0	2
Gm40287	0	0	0	0	0	0	0	0	0	0	0	0
Gm17915	0	0	0	0	0	0	0	0	0	0	0	0
Gm40284	0	0	0	0	0	0	0	0	0	0	0	0
Gm19084	0	0	0	0	0	0	0	0	0	0	0	0
Gm36128	0	0	0	0	0	0	0	0	0	0	0	0
Gm3838	0	0	0	0	0	0	0	0	0	1	0	1
4930448C13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm9202	1	4	3	2	1	4	2	0	3	0	4	1
Gm26449	0	0	0	0	0	0	0	0	0	0	0	0
Gm6053	0	0	0	0	0	0	0	0	0	0	0	0
Gm25414	0	0	0	0	0	0	0	2	1	0	0	0
Gm9847	1	0	2	0	1	0	0	1	0	0	0	1
Gm40840	0	0	0	0	0	0	0	0	0	0	0	0
Gm16497	0	0	0	0	0	0	0	0	0	0	0	0
Gm36007	0	0	0	0	0	0	0	0	0	0	0	0
Lratd1	0	0	0	1	2	0	0	0	0	0	0	0
Gm9194	0	0	0	0	0	1	0	0	0	0	0	0
Gm7126	0	0	0	0	1	0	0	0	1	0	0	0
Gm38668	0	0	0	0	0	0	0	0	0	0	0	0
Gm4929	2	2	0	3	3	3	3	2	5	6	4	1
Gm35890	0	0	0	0	0	0	0	0	0	0	0	0
Gm35725	0	0	0	0	0	0	0	0	0	0	0	0
Gm22170	0	0	0	0	0	0	0	0	0	0	0	0
Gm24142	0	0	0	1	0	0	0	0	0	0	0	0
Gm6736	0	2	2	2	0	1	1	2	1	3	1	3
Gm35638	18	17	15	22	19	13	17	24	26	19	32	23
Nbas	434	379	370	304	409	361	316	336	707	698	566	520
Ddx1	685	610	699	534	884	1088	923	679	1414	1396	1161	1202
LOC115485860	0	0	0	0	0	0	0	0	0	0	0	0
Gm24208	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps2	0	0	1	0	0	0	0	0	0	0	0	0
Gm38686	0	0	0	0	0	0	0	0	0	0	0	0
Gm35298	0	0	0	0	0	0	0	0	0	0	0	0
Gm35350	0	0	0	0	0	0	0	0	0	0	0	0
Gm35208	0	0	0	0	0	0	0	0	0	0	0	0
Gm48201	0	0	0	0	0	0	0	0	0	0	0	0
Mycn	0	0	2	0	0	1	1	0	0	0	0	0
Rpl36-ps3	0	0	0	0	0	0	0	0	0	0	1	0
Gm40271	0	0	0	0	0	0	0	0	0	0	0	0
Gm35155	0	0	0	0	0	0	0	0	0	0	0	0
Gm35104	0	0	0	0	0	0	0	0	0	0	0	0
Gm40270	0	0	0	0	0	0	0	0	0	0	0	0
Gm25538	0	0	0	0	0	0	0	0	0	0	0	0
Gm34696	0	0	0	0	0	0	0	0	0	0	0	0
Gm34637	0	0	0	0	0	0	0	0	0	0	0	0
Gm34489	0	0	0	0	0	0	0	0	0	0	0	0
4921511I17Rik	6	4	7	1	5	7	3	1	3	2	3	5
Gm34407	1	1	0	1	1	1	1	1	7	0	1	0
Cyria	108	105	124	95	143	156	128	141	117	115	82	89
Gm40838	0	0	0	0	0	0	0	0	0	0	0	0
Gm34348	0	0	0	0	0	0	0	0	0	0	0	0
Gm18240	0	0	0	0	0	0	0	0	0	0	0	0
Gm46334	0	0	0	0	0	0	0	0	0	0	0	0
Gm4294	0	0	0	0	0	0	0	0	0	0	0	1
Gm25610	0	0	0	0	0	0	0	0	0	0	0	0
Tubb2a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Gm34237	0	0	0	0	0	0	0	0	0	0	0	0
Gm6867	1	0	0	0	1	0	0	0	0	0	0	0
Gm4803	0	0	0	0	0	0	0	0	1	0	0	0
Rad51ap2	0	0	0	0	0	0	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Vsnl1	0	1	1	26	0	1	9	14	1	0	4	1
Mir7675	0	0	0	1	0	2	1	0	0	0	1	3
Smc6	1143	1084	1122	843	1222	1258	1036	990	2176	2061	2016	2045
Gen1	74	58	47	47	31	37	49	27	364	409	333	298
Msgn1	0	1	0	0	0	0	0	0	0	0	0	0
9530020I12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Kcns3	0	0	0	0	1	1	3	0	0	0	1	0
7420701I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pgk1-rs7	1	0	0	0	0	0	0	1	1	0	0	0
Gm4928	1	0	1	1	0	2	4	0	3	1	4	0
Gm38407	0	0	0	0	0	0	0	0	0	0	0	0
Rdh14	99	118	115	75	78	95	72	62	134	127	99	98
Nt5c1b	0	0	0	0	0	1	0	0	1	0	0	0
Gm5182	2	2	2	0	1	2	3	2	3	9	8	4
Gm46324	0	0	0	0	0	0	0	0	0	0	0	0
Gm33734	0	0	0	0	0	0	0	0	0	0	0	0
Gm22845	0	0	0	0	0	0	0	0	0	0	0	0
Gm23979	0	0	0	0	0	0	0	0	0	0	0	0
Gm40268	0	0	0	0	0	0	0	0	0	0	0	0
Osr1	0	0	0	0	0	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm18696	0	0	0	0	0	0	0	0	0	0	0	0
Gm36096	0	0	0	0	0	0	0	0	0	0	0	0
Gm7099	1	0	0	0	1	0	0	0	1	0	3	0
Gm46323	0	0	0	0	0	0	0	0	0	0	0	0
Ttc32	27	31	15	15	22	15	15	18	66	50	37	30
Wdr35	44	38	30	23	44	52	57	36	89	94	106	85
Matn3	1	0	1	0	0	0	0	0	0	2	1	0
Laptm4a	4196	3762	3698	3041	4910	4657	3478	3443	4874	4118	3739	3684
Gm33483	1	4	3	0	3	0	2	0	0	2	0	1
9930038B18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm33418	0	0	0	0	0	0	0	0	0	0	0	0
Sdc1	0	1	0	2	4	3	3	0	6	2	3	4
Gm4755	0	0	0	0	0	0	0	0	0	0	0	0
Pum2	2180	2111	2033	1578	1967	2265	1790	1586	2778	2473	2319	2302
Slc7a15	1	2	5	0	4	6	6	2	2	0	1	3
LOC115488071	1	0	0	0	0	0	0	0	0	0	0	0
5033421B08Rik	9	5	10	6	5	8	4	10	5	4	5	5
Rhob	2038	1815	1447	1231	2214	2436	1456	1242	1298	953	995	824
BC106175	0	0	0	0	1	0	1	0	0	0	0	0
Gm51967	0	0	0	0	0	0	0	0	0	0	0	0
Gm33134	0	0	0	0	0	0	0	0	0	0	0	0
Hs1bp3	438	454	420	332	342	379	308	280	677	585	470	378
Gdf7	0	4	0	2	0	0	0	3	0	0	1	0
Ldah	457	458	421	315	395	412	304	343	678	618	480	497
Gm33037	0	0	0	0	0	2	0	0	0	0	0	0
Apob	0	0	0	0	0	0	0	0	0	0	0	0
Gm18387	0	0	0	0	0	0	0	0	0	0	0	0
Gm18337	0	0	0	0	0	0	0	0	0	0	0	0
Nfyc-ps	0	0	1	1	2	0	1	0	1	0	2	0
Gm32828	0	0	0	0	0	0	0	0	0	0	0	0
Gm9139	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm32773	0	0	0	0	0	0	1	0	0	0	0	0
Gm46311	0	0	0	0	0	0	0	0	0	0	0	0
Gm3678	0	0	0	0	0	0	0	0	0	0	0	0
Gm51970	0	0	0	0	0	0	0	0	0	0	0	0
Gm4927	0	0	0	0	0	0	0	0	0	0	0	0
Gm32631	0	0	0	0	0	0	0	0	0	0	0	0
Gm32576	0	0	0	0	0	0	0	0	0	0	0	0
Gm48608	0	0	0	0	0	0	0	0	0	0	0	0
Gm46333	0	0	0	0	0	0	0	0	0	0	0	0
Gm32442	0	0	0	0	0	0	0	0	0	0	0	0
Gm9548	0	0	0	0	0	0	0	0	0	0	0	0
Gm40238	0	0	0	0	1	0	1	0	0	0	0	0
Gm32398	0	0	0	0	0	0	0	0	0	0	0	0
Gm5652	1	0	0	0	1	0	1	1	2	1	2	0
Gm32214	0	0	0	1	0	0	0	0	0	0	0	0
2810032G03Rik	0	0	0	1	0	0	2	0	0	0	0	0
Gm51980	0	0	0	0	0	0	0	0	0	0	0	0
Klhl29	0	0	1	1	7	1	0	0	0	1	1	1
Gm9110	0	1	0	0	1	1	0	0	0	0	0	0
Gm23167	0	0	0	0	0	0	0	0	0	1	0	0
Atad2b	434	434	376	282	583	449	347	396	544	511	443	467
Ubxn2a	642	729	617	482	923	961	800	637	890	861	682	772
Mfsd2b	33	25	16	15	27	51	33	28	34	20	25	20
Wdcp	123	97	98	81	54	82	54	54	158	139	120	83
Fkbp1b	124	114	92	85	157	119	125	98	142	112	134	133
Sf3b6	334	299	277	243	401	429	373	288	625	612	479	479
Gm20348	0	0	0	0	1	0	0	0	0	0	0	0
Gm6682	2	2	4	2	2	4	3	2	9	9	8	6
Pfn4	1	2	0	1	2	0	4	2	0	1	2	2
Gm22003	0	0	0	0	0	0	0	0	0	0	0	0
Gm23676	0	0	0	0	0	0	0	0	0	0	0	0
Fam228b	3	1	6	4	1	2	0	4	9	7	5	13
Fam228a	11	9	9	10	14	14	16	7	10	6	4	11
Gm17541	1	1	0	3	2	4	3	1	4	1	5	1
Itsn2	2579	2238	1971	1793	2709	2827	2222	1984	2438	2082	1849	1996
Gm3625	44	55	42	46	88	95	61	56	54	43	39	43
Gm46332	0	0	0	0	0	0	0	1	0	0	0	1
Gm31938	1	5	0	1	0	1	1	1	0	3	3	2
LOC105244649	3	1	0	0	2	4	6	1	0	0	1	3
Gm51963	3	6	6	2	3	3	3	1	2	2	3	2
Gm17914	3	0	0	2	2	1	3	2	1	0	1	0
Ncoa1	1689	1753	1387	1101	2428	1827	1453	1501	1786	1320	1404	1419
Gm29696	0	0	0	0	0	0	0	0	0	0	0	0
Ptrhd1	57	26	36	29	100	74	66	54	87	68	65	57
Gm17816	9	6	8	9	6	7	5	2	17	10	12	14
Cenpo	885	753	704	556	977	1050	868	671	1045	804	840	849
Adcy3	2979	2621	2549	2046	3690	3839	3072	2419	3014	2204	2500	2342
Dnajc27	74	62	56	43	72	98	82	47	72	61	83	62
Efr3b	4	6	5	5	7	4	15	3	4	7	6	6
Pomc	2	0	2	0	3	6	4	2	6	1	1	2
Gm9088	0	0	1	0	0	0	0	0	0	1	1	0
Gm31623	56	26	29	21	17	133	90	17	47	30	39	41
Dnmt3aos	1	7	2	2	2	8	16	2	1	4	5	5
Dnmt3a	1389	1095	1060	794	913	1719	1531	976	1628	1326	1123	1203
Gm18028	12	11	11	10	2	1	7	0	11	1	8	5
Gm50591	0	1	0	0	3	3	1	0	3	0	1	0
Gm9039	0	0	1	1	1	4	0	2	1	0	0	1
Dtnb	145	140	115	107	191	181	133	127	372	302	287	243
Rps7-ps2	1	3	0	2	1	5	0	0	2	0	1	1
Gm31332	7	4	4	7	6	6	9	6	7	2	6	15
Asxl2	733	699	650	509	761	841	712	589	919	910	837	788
1110002L01Rik	35	57	37	24	11	17	14	19	43	28	25	15
Kif3c	68	80	74	58	69	30	45	62	68	49	37	45
I920046F24Rik	3	2	4	4	2	0	2	2	0	3	1	1
Gm26520	0	0	0	0	0	0	0	0	0	0	0	0
Rab10	1403	1370	1273	1016	1854	1934	1621	1288	2052	2015	1636	1607
Rab10os	82	78	76	67	119	129	117	70	135	128	89	85
Gm45925	0	1	1	0	3	1	1	0	1	1	2	0
Gm18774	3	5	0	0	0	2	1	3	7	2	0	2
Gm9077	1	0	1	2	1	1	6	0	0	0	0	0
Gm48310	0	0	0	0	0	0	0	0	0	0	0	0
Gm9072	0	0	0	0	0	0	0	0	0	0	0	0
Gm18244	0	0	0	0	0	0	0	0	0	0	0	0
Gm9631	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487748	0	0	0	0	0	0	0	0	0	0	0	0
Gm12586	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487895	0	0	0	0	0	0	0	0	0	0	0	0
Ptchd3	0	0	0	0	0	0	0	0	0	0	0	0
Gm30338	0	0	0	0	0	0	0	0	0	0	0	0
Gm12589	1	5	1	4	5	4	8	1	1	2	3	3
Metrnl	753	716	601	527	776	664	492	493	750	674	506	533
Gm18479	4	0	2	0	0	1	0	0	3	1	4	0
B3gntl1	213	172	157	114	163	196	172	162	231	223	187	196
Zfp750	3	1	0	1	5	1	6	0	3	1	0	1
Tbcd	407	322	307	273	518	452	423	329	750	773	619	642
Fn3k	1	0	1	2	1	0	1	1	1	1	0	1
Fn3krp	98	85	83	59	39	55	45	48	174	124	91	102
Mir7236	0	0	0	0	0	0	0	0	0	0	0	0
Rab40b	11	10	10	9	2	3	1	2	7	6	3	9
Wdr45b	495	458	457	378	739	717	623	519	730	648	676	578
Foxk2	655	557	492	438	569	618	484	411	946	926	699	646
Narf	190	145	132	127	109	39	34	82	278	320	239	174
Cybc1	1092	1095	982	724	717	659	578	692	1258	1331	902	801
Hexdc	96	69	66	61	115	96	89	65	151	155	122	110
Ogfod3	61	55	60	42	93	85	64	56	137	105	113	92
Gm11790	0	0	0	0	3	0	0	0	0	0	0	0
Uts2r	0	0	1	0	0	0	0	0	0	0	0	0
Tex19.1	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	0	0	0	0	0	0	0
Gm11793	0	0	1	0	1	1	1	0	1	2	4	1
Sectm1a	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1b	0	0	0	0	0	0	0	0	0	0	0	0
Gm11775	1	2	0	0	0	2	0	0	1	0	0	1
Cd7	3	6	4	6	6	2	3	1	4	2	5	2
Gm22152	0	0	0	0	0	0	0	0	0	0	0	0
Gm30062	0	0	0	0	0	0	0	0	0	0	0	0
LOC115486436	3	7	0	1	3	0	4	2	5	2	3	3
Csnk1d	1435	1190	1135	970	1643	1689	1492	1185	1605	1463	1293	1232
Slc16a3	448	330	373	268	661	668	603	475	642	682	471	434
A430102A20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc57	38	58	19	29	67	116	105	71	84	63	86	76
Fasn	1262	1022	938	590	1035	1455	1382	964	3531	3856	2549	2376
Dus1l	542	492	447	341	773	911	832	519	976	925	801	768
Gps1	423	352	366	248	565	642	571	404	746	761	546	569
Rfng	283	242	246	171	298	290	247	191	393	351	303	269
Gm11771	2	1	1	1	1	4	1	0	0	1	1	1
Hmga1b	2	1	0	2	37	59	24	22	5	3	2	9
Cbr2	10	14	15	12	16	9	7	9	17	23	11	13
Dcxr	161	135	145	136	233	227	226	140	267	289	252	225
Rac3	92	85	113	65	136	131	131	83	63	66	54	62
Lrrc45	416	349	340	230	319	330	246	233	454	393	383	308
Cenpx	371	309	317	236	424	364	332	312	739	710	570	463
Aspscr1	350	300	320	221	403	415	363	266	661	608	543	417
Notum	1	0	0	0	0	0	0	0	0	0	0	0
Myadml2	0	0	0	0	0	0	0	1	0	0	0	0
Pycr1	1	1	0	3	2	3	0	2	1	5	1	1
Gm17586	21	12	11	11	41	37	37	20	21	19	25	25
Mafg	1013	929	849	641	1831	1517	1275	1173	1078	1014	868	847
Mir6936	0	0	0	0	0	0	0	0	0	0	0	0
Sirt7	911	766	718	566	862	887	789	710	1088	945	876	708
Pcyt2	434	325	313	264	403	420	323	329	804	828	630	591
Npb	4	2	1	0	3	3	3	2	1	5	4	2
Anapc11	465	407	407	312	492	440	388	333	730	718	543	524
Alyref	469	391	371	305	595	587	541	404	1350	1313	1007	1088
Arhgdia	7168	6049	5976	4458	9412	9475	7912	6373	11004	10298	8781	7921
P4hb	5289	4936	4658	3456	6592	6500	5737	4773	9683	10413	7309	7183
Ppp1r27	0	0	0	0	0	1	2	0	0	0	0	0
Mcrip1	437	344	356	289	458	449	428	308	467	421	446	381
Gcgr	0	0	0	1	0	0	0	1	2	1	0	0
Gm39490	0	0	0	1	0	0	1	0	0	0	1	0
Slc25a10	154	122	157	107	222	210	189	115	566	528	467	413
Mrpl12	321	281	267	240	378	477	424	285	736	744	551	548
Hgs	870	769	735	615	938	938	850	673	1101	952	711	673
Arl16	62	72	61	49	40	52	56	41	109	83	82	69
Ccdc137	137	129	106	82	108	153	164	78	181	144	128	122
Oxld1	26	12	24	10	8	18	22	11	33	43	27	31
Pde6g	0	0	0	0	0	0	0	0	1	3	0	1
Tspan10	0	0	0	0	0	0	0	0	0	0	0	0
Nploc4	769	695	620	520	1072	1268	1130	675	1216	1163	946	902
Faap100	273	229	228	176	265	322	236	190	299	276	236	203
Fscn2	4	4	2	0	9	9	3	11	7	2	4	9
0610009L18Rik	3	7	17	8	7	11	5	6	9	8	6	3
Mir6935	4	3	2	6	11	15	6	13	4	4	10	2
Actg1	5109	4050	4415	3224	6505	6668	4815	4761	5725	4925	5047	4473
Gm11772	0	0	0	0	0	0	0	0	0	0	1	0
Bahcc1	3	1	3	1	3	0	1	3	0	3	0	1
2900052L18Rik	0	0	0	1	0	0	3	0	0	0	0	0
2810410L24Rik	0	0	0	0	0	0	2	0	0	0	0	0
Gm9734	0	0	1	1	0	0	0	0	0	0	0	0
Gm39486	0	0	0	0	0	0	0	0	0	0	0	0
Gm11769	94	69	90	60	111	130	89	76	166	139	111	102
Slc38a10	1829	1598	1452	1130	2099	2020	1518	1397	2602	2188	2091	1821
Ndufaf8	89	63	44	46	89	86	76	51	132	123	96	85
Tepsin	244	202	194	150	171	225	214	151	332	306	212	178
Cep131	110	95	48	68	56	41	39	77	157	170	144	144
Mir3065	0	0	0	0	2	2	0	0	2	0	0	0
Mir338	0	0	0	0	2	0	1	0	1	0	1	0
Aatk	484	363	345	329	441	561	520	400	795	612	592	547
Baiap2	19	21	23	24	31	19	40	27	63	78	59	60
Gm11767	0	1	2	0	0	3	0	1	1	2	0	0
Chmp6	249	189	182	122	254	282	267	202	338	308	308	263
Gm39485	1	1	1	0	3	4	2	3	2	1	0	0
Rptoros	7	8	4	8	10	9	10	10	11	21	12	13
Rptor	400	364	324	269	479	480	401	342	509	480	426	398
Gm11762	0	0	0	0	0	0	0	0	0	0	0	0
Nptx1	1	0	0	7	0	0	9	1	0	0	1	1
Gm39484	0	0	0	0	0	0	0	0	0	0	0	0
Endov	175	170	146	98	133	198	175	101	247	183	183	145
A930037H05Rik	64	71	53	38	55	81	44	66	80	68	56	50
Mir1932	0	0	0	0	0	0	0	0	0	0	0	0
Rnf213	1191	1114	965	790	1260	1023	908	1050	1422	1190	1020	1030
Slc26a11	2	2	2	0	47	59	33	41	7	14	3	10
Sgsh	22	17	13	10	308	333	301	227	40	29	27	44
Card14	1	2	5	0	73	92	92	54	8	8	2	8
Eif4a3	656	599	596	418	1039	1124	936	750	1273	1284	1069	1098
Gm39483	0	0	0	0	1	1	1	0	6	1	1	6
Gaa	1207	1107	923	812	1754	1569	1368	1096	1547	1375	1209	1090
Gm46303	1	3	1	0	1	0	0	0	0	0	0	0
Gm35932	1	1	1	1	2	1	2	0	1	0	2	2
Ccdc40	8	2	5	1	1	0	4	0	2	3	5	1
Gm36111	1	3	0	0	4	1	0	0	1	0	0	1
Gm11753	9	3	3	4	2	8	13	8	4	5	2	2
Mir6934	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d16	195	146	126	96	361	328	226	309	297	244	215	255
Gm11755	0	0	0	0	1	5	2	0	0	0	0	0
Gm35878	0	0	0	0	0	0	0	0	0	0	0	0
Gm39482	0	0	0	0	0	0	0	0	0	1	0	0
Cbx4	284	238	236	153	376	272	161	252	347	292	241	223
Cbx8	91	105	97	53	94	68	54	37	88	73	87	70
Cbx2	23	23	29	12	7	5	10	7	73	50	53	56
Gm35829	0	1	1	0	1	0	1	1	3	4	5	1
Enpp7	0	0	0	0	0	0	0	0	0	0	0	0
Gm35710	0	0	0	0	0	0	0	0	0	0	0	0
Gm11750	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox3	0	0	1	7	0	0	4	5	0	0	2	1
Engase	356	297	288	204	198	232	195	159	458	321	351	288
Gm18156	1	0	0	0	0	0	0	0	0	0	0	0
Gm11747	0	1	1	0	0	1	2	0	1	0	0	0
C1qtnf1	1	1	0	0	1	0	3	0	0	0	0	0
Gm35598	0	0	0	0	0	0	0	0	0	0	0	0
Cant1	900	911	783	563	967	933	860	702	1368	1436	1063	892
Lgals3bp	1584	1440	1365	1125	1920	2059	1776	1287	2889	2807	2342	1802
Cep295nl	6	2	4	0	1	3	3	1	2	4	0	1
Timp2	602	529	500	493	817	790	624	531	450	497	398	384
Usp36	376	319	338	219	747	992	793	355	441	462	387	341
Cyth1	1227	1125	1083	775	2760	2912	2585	1339	1452	1344	1252	1179
Gm38514	2	1	3	7	23	15	11	7	1	0	0	1
Dnah17	56	41	55	37	91	136	117	73	93	74	68	87
Mir6933	0	0	0	0	0	0	0	0	0	0	0	0
Pgs1	536	436	417	296	506	760	701	353	845	800	517	510
Socs3	184	173	140	91	1501	3536	2597	185	488	605	158	135
Gm11725	10	8	5	5	4	19	16	4	10	15	12	13
